Doc;Adjacency Word Frequency List
100;{'ALTERATIONS': 1, 'PULMONARY': 5, 'VASCULAR': 2, 'BED': 1, 'REVIEWED': 1, 'AUTOPSY': 1, 'MATERIAL': 4, 'PATIENTS': 6, 'CYSTIC': 1, 'FIBROSIS': 1, 'PANCREAS': 1, 'COR': 1, 'PULMONALE': 1, 'HYPERTROPHY': 1, 'MEDIA': 3, 'INTIMAL': 4, 'PROLIFERATION': 3, 'SMALL': 1, 'MUSCULAR': 1, 'ARTERIES': 4, 'ARTERIOLES': 1, 'NOTED': 1, 'EIGHT': 1, 'LARGER': 1, 'CALIBER': 1, 'SEEN': 1, 'SEVEN': 4, 'UNEXPECTED': 1, 'CHANGE': 1, 'HOWEVER': 1, 'PRESENCE': 2, 'INTERSTITIAL': 1, 'HYALINE': 1, 'ARTERY': 1, 'MAJOR': 2, 'BRANCHES': 1, 'ONE': 1, 'THIRD': 1, 'SPECIMENS': 1, 'ELASTIC': 1, 'FIBERS': 1, 'DISTORTED': 1, 'DISRUPTED': 1, 'FINDING': 1, 'UNRELATED': 1, 'SEVERITY': 1, 'CHANGES': 1, 'DEPOSITS': 1, 'ALSO': 1, 'PRESENT': 1, 'IDENTICAL': 1, 'MEDIAL': 1, 'LESIONS': 2, 'FOUND': 2, 'CHILDREN': 1, 'HYPERTENSION': 1, 'DISORDERS': 1, 'SIMILAR': 1, 'AORTA': 1, 'GROUP': 1, 'SCHIFF': 1, 'REACTIVE': 1, 'HISTOCHEMICAL': 1, 'CHARACTERISTICS': 1, 'CONNECTIVE': 1, 'TISSUE': 1, 'ACID': 1, 'MUCOPOLYSACCHARIDE': 1}
101;{'LETTER': 1, 'PROMPTED': 1, 'RECENT': 1, 'REPORTS': 1, 'FAVOURABLE': 1, 'RESULTS': 1, 'USE': 2, 'ARTIFICIAL': 1, 'DIET': 1, 'CONSISTING': 1, 'PROTEIN': 2, 'HYDROLYSATE': 1, 'GLUCOSE': 1, 'POLYMER': 1, 'MEDIUM': 1, 'CHAIN': 1, 'GLYCERIDES': 1, 'TREATMENT': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PANCREAS': 1, 'OBSERVATION': 1, 'CHILDREN': 1, 'OFTEN': 1, 'FIND': 1, 'PREPARATIONS': 1, 'UNPLEASANT': 1, 'UNPALATABLE': 1, 'LOOSE': 1, 'MOTIONS': 1, 'NAUSEA': 1, 'VOMITING': 1, 'QUITE': 1, 'COMMON': 1, 'COMPARABLE': 1, 'EXPERIENCE': 1, 'MALABSORPTION': 1, 'STATES': 1, 'ADVANCED': 1, 'CALORIE': 1, 'MALNUTRITION': 1, 'WHETHER': 1, 'UNTOWARD': 1, 'EFFECTS': 1, 'RESULT': 1, 'EXCESSIVE': 1, 'FLOODING': 1, 'GUT': 1, 'EXCEEDINGLY': 1, 'HIGH': 1, 'BLOOD': 1, 'AMINO': 1, 'ACID': 1, 'LEVELS': 1, 'MATTER': 1, 'SPECULATION': 1}
102;{'CONOVER': 1, 'COLLEAGUES': 1, 'REPORTED': 1, 'DIFFERENCE': 2, 'HAEMOLYTIC': 1, 'ACTIVITY': 1, 'SERUM': 2, 'COMPLEMENT': 3, 'COMPONENTS': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'PATIENTS': 5, 'OBLIGATE': 2, 'HETEROZYGOTES': 2, 'NORMAL': 1, 'CONTROLS': 2, 'ALSO': 2, 'MEASURED': 1, 'INDIVIDUAL': 1, 'RADIAL': 1, 'IMMUNODIFFUSION': 2, 'FOUND': 1, 'SIGNIFICANT': 2, 'RISE': 1, 'LEVELS': 2, 'GROUPS': 1, 'USING': 1, 'KITS': 1, 'MANUFACTURER': 1, 'FRESHLY': 1, 'OBTAINED': 1, 'SERA': 1, 'OBSERVED': 2, 'QUITE': 1, 'DIFFERENT': 1, 'FINDINGS': 1, 'MILDLY': 1, 'ELEVATED': 3, 'HIGHLY': 1, 'YEARS': 1, 'AGE': 2, 'PARENTS': 1, 'SHOWING': 1, 'MILD': 2, 'HIGHER': 1, 'ELEVATIONS': 1, 'SHOWED': 1, 'ELEVATION': 2, 'CORRELATION': 1, 'SEX': 1, 'CLINICAL': 1, 'SEVERITY': 1, 'DISEASE': 1, 'JUDGED': 1, 'SHWACHMAN': 1, 'KULCZYKI': 1, 'SCORES': 1, 'SPUTUM': 1, 'BACTERIAL': 1, 'COLONISATION': 1, 'MODE': 1, 'TREATMENT': 1, 'MAJORITY': 1, 'INTERESTING': 1, 'SUGGESTIVE': 1, 'CERTAIN': 1, 'GENETIC': 1, 'DEFECT': 1, 'ACTIVATION': 1, 'SYSTEM': 1, 'AUTOSOMAL': 1, 'RECESSIVE': 1, 'DISORDER': 1}
103;{'LETTER': 1, 'PROFESSOR': 2, 'ELLIOTT': 2, 'APPEARS': 1, 'FIRST': 1, 'RECORD': 1, 'SKIN': 1, 'WRINKLING': 3, 'CYSTIC': 5, 'FIBROSIS': 5, 'MAY': 1, 'OBSERVATION': 2, 'IMPORTANT': 1, 'SANT': 1, 'AGNESE': 1, 'NOTED': 1, 'HIGH': 1, 'SALT': 1, 'CONCENTRATION': 1, 'SWEAT': 1, 'SEEMS': 1, 'PARENTS': 1, 'WELL': 1, 'AWARE': 1, 'RESPONSE': 1, 'REPEATING': 1, 'SOAKING': 1, 'HANDS': 1, 'SIX': 1, 'INFANTS': 2, 'HOT': 1, 'WATER': 1, 'SHOWED': 1, 'MARKED': 1, 'PRESENT': 2, 'FIVE': 2, 'MINUTES': 3, 'OFTEN': 1, 'TWO': 1, 'OCCUR': 1, 'CONTROL': 1, 'CHILDREN': 2, 'SIMILAR': 1, 'NUTRITIONAL': 1, 'STATE': 1, 'EXCEPT': 1, 'CASE': 1, 'TWINS': 1, 'ONE': 2, 'WITHOUT': 1, 'UNAFFECTED': 1, 'CHILD': 1, 'FINGERS': 1, 'BEGAN': 1, 'WRINKLE': 1, 'SLIGHTLY': 1, 'APPEAR': 1, 'ASSOCIATED': 1, 'WASTING': 2, 'DUE': 2, 'MALNUTRITION': 1, 'SINCE': 1, 'OCCURS': 1, 'EQUALLY': 1, 'PLUMP': 1, 'THIN': 1, 'SEVERE': 1, 'RESPIRATORY': 1, 'DISEASE': 1}
104;{'UNSOLVED': 1, 'PROBLEM': 1, 'HUMAN': 1, 'POPULATION': 1, 'GENETICS': 1, 'HIGH': 2, 'FREQUENCY': 5, 'GENE': 5, 'CYSTIC': 1, 'FIBROSIS': 1, 'CAUCASIANS': 4, 'WHEREAS': 1, 'PROBABLY': 2, 'LOW': 1, 'ENOUGH': 1, 'NON': 1, 'MAINTAINED': 1, 'RECURRING': 1, 'MUTATION': 1, 'CASE': 2, 'CARRIER': 1, 'APPROXIMATELY': 1, 'ORDER': 1, 'ESTABLISH': 1, 'STABLE': 2, 'GENETIC': 1, 'POLYMORPHISM': 2, 'HOMOZYGOUS': 1, 'STATE': 1, 'LETHAL': 1, 'DEGREE': 1, 'HETEROZYGOTE': 3, 'ADVANTAGE': 2, 'MUST': 1, 'EXIST': 1, 'SUGGESTED': 1, 'HETEROZYGOTES': 2, 'HIGHER': 2, 'REPRODUCTIVE': 1, 'FITNESS': 1, 'NORMAL': 1, 'INDIVIDUALS': 1, 'POSSIBLE': 2, 'COURSE': 1, 'KNOW': 1, 'EXACTLY': 1, 'ONE': 1, 'CANNOT': 1, 'EXCLUDE': 1, 'POSSIBILITY': 1, 'FORM': 1, 'EXISTED': 1, 'TIME': 1, 'PAST': 1, 'LONGER': 1, 'EXISTS': 1, 'TODAY': 1, 'LIKE': 1, 'SUGGEST': 1, 'EXPLANATION': 2, 'MUCH': 1, 'COMMON': 1, 'GENERALLY': 1, 'ACCEPTED': 1, 'SICKLE': 1, 'CELL': 1, 'CERTAIN': 2, 'POPULATIONS': 1, 'LATTER': 1, 'INCREASED': 2, 'RESISTANCE': 1, 'PARTICULAR': 1, 'TYPE': 1, 'MALARIA': 1, 'PATIENTS': 1, 'HETEROZYGOUS': 1, 'CARRIERS': 1, 'FOUND': 1, 'SERUM': 1, 'SUBSTANCE': 1, 'PROTEIN': 1, 'AGGLUTINATES': 1, 'PROTEUS': 2, 'VULGARIS': 1, 'IMMUNOLOGICAL': 1, 'CROSS': 1, 'REACTIVITY': 1, 'STRAINS': 1, 'RICKETTSIA': 1, 'PROWAZEKI': 2, 'LONG': 1, 'PROVIDED': 1, 'BASIS': 1, 'SEROLOGICAL': 1, 'TEST': 1, 'TYPHUS': 2, 'WEIL': 1, 'FELIX': 1, 'REACTION': 1, 'THUS': 1, 'CONCEIVABLE': 1, 'MIGHT': 1, 'INNATE': 1, 'ABILITY': 1, 'COUNTER': 1, 'INFECTION': 1, 'ALTHOUGH': 1, 'KNOWN': 1, 'MANY': 1, 'PARTS': 1, 'WORLD': 1, 'SEEMS': 1, 'PREDOMINANTLY': 1, 'ENDEMIC': 2, 'EPIDEMIC': 1, 'TEMPERATE': 1, 'REGIONS': 1, 'INHABITED': 1, 'CAUCASIAN': 1, 'PEOPLES': 1, 'AREAS': 1, 'SOUTH': 1, 'AMERICA': 1, 'FIRST': 1, 'EXPERIENCED': 1, 'DISEASE': 1, 'INTRODUCED': 1, 'EUROPEANS': 1, 'WOULD': 1, 'SEEM': 1, 'COMPATIBLE': 1, 'OBSERVED': 1, 'GROUPS': 1}
105;{'ECONOMOU': 1, 'MAVROU': 1, 'COLLEAGUES': 1, 'APPEAR': 2, 'MISUNDERSTOOD': 1, 'PREVIOUS': 1, 'NOTE': 1, 'CONCERNING': 1, 'SKIN': 3, 'WRINKLING': 4, 'CYSTIC': 1, 'FIBROSIS': 1, 'RANGE': 1, 'NORMALITY': 2, 'VARIES': 1, 'DIFFERENT': 1, 'CLIMATIC': 1, 'CONDITIONS': 1, 'AUKLAND': 1, 'COOL': 1, 'TAP': 1, 'WATER': 2, 'MINUTES': 1, 'NORMALS': 2, 'IMMERSION': 2, 'APPEARS': 1, 'AGE': 1, 'RELATED': 1, 'DIFFICULT': 1, 'DETECT': 1, 'RELIABLY': 1, 'NEWBORN': 1, 'PRIOR': 1, 'WASHING': 1, 'HANDS': 1, 'SEA': 1, 'EVEN': 1, 'DAY': 1, 'ACCELERATES': 1, 'WARM': 1, 'WEATHER': 1, 'WOULD': 1, 'SUGGEST': 1, 'NEEDS': 1, 'REDEFINING': 1, 'ATHENS': 1, 'ABNORMAL': 1}
106;{'PRELIMINARY': 1, 'STUDIES': 1, 'SHORT': 1, 'TERM': 1, 'LEUKOCYTE': 2, 'CULTURES': 3, 'USING': 1, 'INCORPORATION': 4, 'CETYL': 1, 'PYRIDINIUM': 1, 'CHLORIDE': 1, 'PRECIPITABLE': 1, 'MATERIAL': 5, 'PRESUMABLY': 1, 'GLYCOSAMINOGLYCANS': 1, 'FOUND': 3, 'SIGNIFICANT': 2, 'VARIATION': 1, 'AMONG': 1, 'PATIENTS': 2, 'PARENTS': 1, 'OBLIGATE': 1, 'HETEROZYGOTES': 3, 'BIOCHEMICAL': 1, 'HETEROGENEITY': 2, 'COMPARABLE': 1, 'REPORTED': 1, 'FIBROBLAST': 1, 'SERUM': 1, 'AMOUNT': 1, 'INCORPORATED': 1, 'INCUBATION': 2, 'MEDIUM': 2, 'CELLS': 2, 'SIGNIFICANTLY': 1, 'INCREASED': 2, 'NORMALS': 2, 'SIMILAR': 1, 'ANALYSIS': 1, 'SHOWS': 1, 'DIFFERENCE': 1, 'HOWEVER': 1, 'APPEARED': 1, 'SHOW': 1, 'PATTERN': 1, 'INDICATED': 1, 'HIGHER': 1, 'MEAN': 1, 'NORMAL': 1, 'DONORS': 1, 'RESULTS': 1, 'SUGGEST': 1, 'YET': 1, 'ANOTHER': 1, 'SYSTEM': 1, 'STUDY': 1, 'EFFECTS': 1, 'GENE': 1, 'GIVES': 1, 'ADDITIONAL': 1, 'EVIDENCE': 1, 'GENETIC': 1, 'DISORDER': 1}
107;{'FRESHLY': 1, 'OBTAINED': 1, 'SERA': 1, 'ASSAYED': 2, 'YOUNG': 2, 'ADULT': 1, 'PATIENTS': 4, 'AGE': 1, 'MEN': 5, 'WOMEN': 4, 'CONTROL': 1, 'BRONCHIECTASIS': 1, 'CHRONIC': 2, 'BRONCHITIS': 1, 'RULED': 1, 'ADDITION': 1, 'BLOOD': 1, 'MOTHERS': 1, 'HETEROZYGOTES': 1, 'MEAN': 2, 'LEVEL': 3, 'SLIGHTLY': 2, 'LOWER': 1, 'MALE': 2, 'CONTROLS': 5, 'WHEREAS': 1, 'SIGNIFICANTLY': 2, 'HIGHER': 3, 'FEMALE': 2, 'ALSO': 1, 'STUDENT': 1, 'TEST': 1, 'LEVELS': 2, 'DIFFERENCE': 1, 'SIGNIFICANT': 1, 'COMPARISON': 1, 'SUBJECTS': 2, 'SHOWS': 1, 'CONSIDERABLE': 1, 'OVERLAP': 1, 'VALUES': 1, 'ESPECIALLY': 1, 'STUDIES': 1, 'SUGGEST': 1, 'ASSAY': 1, 'SERUM': 2, 'EFFECTIVELY': 1, 'DISTINGUISH': 1, 'TYPES': 1, 'LUNG': 1, 'DISEASE': 1, 'HOWEVER': 1, 'DIFFERENCES': 1, 'INTERESTING': 1, 'DESERVES': 1, 'ATTENTION': 1, 'DATA': 1, 'ADULTS': 1, 'FULLY': 1, 'CONFIRM': 1, 'REPORTED': 1, 'CONOVER': 2, 'POSSIBLE': 1, 'EXPERIMENTAL': 1, 'EFFECTS': 1, 'CARBOXYPEPTIDASE': 1, 'OBSERVED': 1, 'MIGHT': 1, 'RESULT': 1, 'ACTION': 1, 'ENZYME': 1, 'FACTOR': 1, 'ALTHOUGH': 1, 'IDENTITY': 1, 'LIKELY': 1}
108;{'PREVIOUS': 1, 'STUDIES': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'SHOWN': 1, 'INCREASED': 1, 'MUCOPOLYSACCHARIDE': 1, 'SYNTHESIS': 1, 'CELLS': 1, 'UPTAKE': 3, 'HEPARIN': 3, 'SULPHONATE': 1, 'PURIFIED': 1, 'LYMPHOCYTES': 1, 'EXAMINED': 1, 'DAYS': 1, 'CULTURE': 2, 'MEDIUM': 1, 'SUPPLEMENTED': 1, 'AUTOCHTHONOUS': 1, 'PLASMA': 1, 'FOURTEEN': 1, 'HOMOZYGOTES': 2, 'SEVEN': 1, 'SIBLINGS': 1, 'NINE': 1, 'PARENTS': 1, 'SHOWED': 1, 'SIGNIFICANTLY': 1, 'GREATER': 1, 'CULTURES': 1, 'TWENTY': 1, 'THREE': 1, 'NORMAL': 2, 'CONTROLS': 1, 'PARTIAL': 1, 'OVERLAP': 1, 'VALUES': 1, 'PATIENTS': 1, 'FAMILIES': 2, 'PROCEDURE': 2, 'THUS': 1, 'DIFFERENTIATES': 1, 'POPULATION': 1, 'DIFFERENTIATE': 1, 'HETEROZYGOTES': 1, 'HOPED': 1, 'EITHER': 1, 'VARIATIONS': 1, 'METHODS': 1, 'COMBINATION': 1, 'MEASUREMENTS': 1, 'CILIARY': 1, 'DYSKINESIS': 1, 'CELLULAR': 1, 'METACHROMASIA': 1, 'PERMIT': 1, 'UNEQUIVOCAL': 1, 'IDENTIFICATION': 1, 'CARRIERS': 1}
109;{'OBSERVED': 1, 'SKIN': 3, 'CHILDREN': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'WRINKLES': 2, 'EXCESSIVELY': 1, 'EARLY': 1, 'SOAKED': 1, 'TAP': 1, 'WATER': 3, 'PHYSICAL': 1, 'SIGN': 1, 'HIGHLY': 1, 'RELIABLE': 1, 'IRRESPECTIVE': 1, 'DEGREE': 1, 'NUTRITION': 1, 'PATIENT': 1, 'SOMETIMES': 1, 'SEEN': 1, 'INFANTS': 1, 'MARASMUS': 1, 'NORMAL': 1, 'EVENTUALLY': 1, 'EXPOSURE': 1, 'EXCEPT': 1, 'DEAD': 1, 'SEA': 1, 'POSSIBLE': 1, 'DISORDER': 1, 'SALT': 1, 'FLUX': 1, 'CONNECTED': 1, 'APPARENT': 1, 'EXCESSIVE': 1, 'HYPERTONIC': 1, 'REACTIVITY': 1, 'THREE': 1, 'MINUTES': 1, 'BOWL': 1, 'MIGHT': 1, 'PROVIDE': 1, 'CHEAP': 1, 'SCREENING': 1, 'TEST': 1, 'CONDITION': 1}
110;{'MAY': 2, 'HERRICK': 1, 'THOMPSON': 1, 'QUESTIONED': 1, 'CLASSICAL': 2, 'HYPOTHESIS': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'SUGGESTED': 1, 'CHILDREN': 1, 'FACT': 1, 'ABNORMALLY': 1, 'SUSCEPTIBLE': 1, 'RESPIRATORY': 1, 'PATHOGEN': 1, 'BIRTH': 1, 'PERHAPS': 2, 'BIT': 1, 'PREMATURE': 1, 'CHANGE': 1, 'BACTERIOLOGY': 1, 'SINCE': 1, 'PREDOMINANT': 1, 'FLORA': 2, 'HOSPITAL': 1, 'NURSERIES': 1, 'STAPH': 2, 'AUREUS': 2, 'RATHER': 1, 'GRAM': 1, 'NEGATIVE': 1, 'BACTERIA': 1, 'INITIAL': 1, 'EXPOSURE': 1, 'PATIENTS': 1, 'ORGANISM': 1, 'ADDITION': 1, 'ORGANISMS': 2, 'BECOMING': 1, 'RESISTANT': 1, 'ANTIBODIES': 1, 'AERUGINOSA': 1, 'COULD': 1, 'PRESENT': 1, 'TERMINAL': 1, 'SPUTUM': 1, 'AGREES': 1, 'DATA': 1}
111;{'CLAIMED': 1, 'NITROBLUE': 1, 'TETRAZOLIUM': 1, 'TEST': 4, 'VALUE': 1, 'SURVEILLANCE': 1, 'CHILDREN': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'POSITIVE': 2, 'GIVING': 1, 'EVIDENCE': 3, 'ACTIVE': 1, 'BACTERIAL': 1, 'INFECTION': 7, 'MAY': 1, 'APPARENT': 2, 'CLINICALLY': 1, 'MADE': 1, 'EVIDENT': 1, 'INVESTIGATIONS': 1, 'WHITE': 1, 'BLOOD': 1, 'CELL': 1, 'COUNT': 1, 'SPUTUM': 1, 'CULTURE': 1, 'CHEST': 1, 'RAY': 1, 'THEREFORE': 1, 'INCLUDED': 1, 'ROUTINE': 1, 'ASSESSMENT': 1, 'PATIENTS': 1, 'ATTENDING': 1, 'CLINIC': 2, 'TOTAL': 1, 'TESTS': 2, 'CASES': 3, 'TREATED': 1, 'ANTIBIOTICS': 1, 'REMAINING': 1, 'LEFT': 1, 'UNTREATED': 1, 'REMAINED': 1, 'COMPLETELY': 1, 'FREE': 1, 'STANDARD': 1, 'CRITERIA': 1, 'SUBSEQUENT': 1, 'REVIEW': 1, 'HOWEVER': 2, 'PATIENT': 1, 'DEVELOPED': 1, 'OBVIOUS': 1, 'NEXT': 1, 'VISIT': 1, 'COULD': 2, 'ARGUED': 1, 'GIVEN': 1, 'EARLY': 2, 'OTHERWISE': 2, 'MEANS': 1, 'CERTAIN': 1, 'SINCE': 1, 'ONSET': 1, 'TIME': 1, 'FOUR': 1, 'WEEK': 1, 'INTERVAL': 1, 'EXPERIENCE': 1, 'LITTLE': 1, 'HELP': 1, 'MANAGEMENT': 1, 'SERIES': 1, 'FALSE': 2, 'NEGATIVES': 1, 'LEAST': 1, 'POSITIVES': 1, 'HIGH': 1, 'COUNTS': 1, 'POSSIBLE': 1, 'CARRIED': 1, 'GAVE': 1, 'INDICATION': 1, 'SUSPECTED': 1}
112;{'WISH': 1, 'RESPOND': 1, 'LETTER': 1, 'WOODS': 1, 'SANT': 1, 'AGNESE': 1, 'REGARDING': 1, 'STUDY': 3, 'RELIABILITY': 1, 'CILIARY': 4, 'ASSAYS': 4, 'CYSTIC': 5, 'FIBROSIS': 5, 'SCREENING': 3, 'INVESTIGATORS': 1, 'CONCLUDED': 1, 'RESULTS': 1, 'RULED': 1, 'POSSIBILITY': 1, 'RELIABLE': 1, 'CONCLUSIONS': 1, 'COULD': 1, 'OBTAINED': 1, 'FEEL': 1, 'CONCLUSION': 1, 'FAR': 1, 'ACCURATE': 1, 'ALTHOUGH': 1, 'NEVER': 1, 'INTENTION': 1, 'RESEARCH': 2, 'GROUPS': 1, 'UTILISE': 1, 'PREPARATIONS': 1, 'MASSIVE': 2, 'HETEROZYGOTE': 1, 'PRENATAL': 1, 'DIAGNOSIS': 1, 'PROVIDED': 1, 'VALUABLE': 1, 'SCIENTIFIC': 1, 'PROGRESS': 1, 'EXISTING': 1, 'SUITABLE': 1, 'CLINICAL': 1, 'DETECTION': 1, 'CARRIERS': 1, 'NEVERTHELESS': 1, 'TECHNIQUES': 1, 'OFFER': 1, 'PROMISING': 1, 'METHOD': 1, 'PURIFY': 1, 'CHARACTERISE': 1, 'MOLECULE': 1, 'MOLECULES': 1, 'DIRECTLY': 1, 'INDIRECTLY': 1, 'RELATED': 1, 'PATHOGENESIS': 1}
113;{'ASSESSMENT': 1, 'INTELLIGENCE': 1, 'DRAW': 1, 'MAN': 1, 'TEST': 1, 'SCHOOL': 1, 'REPORTS': 1, 'SHOWN': 1, 'DESPITE': 1, 'SEVERE': 1, 'EARLY': 1, 'MALNUTRITION': 1, 'CHILDREN': 1, 'NEONATAL': 1, 'RESECTION': 1, 'ILEUM': 1, 'FREQUENCY': 1, 'MENTAL': 1, 'RETARDATION': 1, 'HIGHER': 1, 'NORMAL': 1, 'POPULATION': 1, 'SCORES': 1, 'PATIENTS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'ALSO': 1, 'SIMILAR': 1, 'CONTROL': 1, 'GROUP': 1}
114;{'LARGE': 1, 'MOLECULES': 1, 'CONSISTENTLY': 1, 'STIMULATE': 1, 'HYPERSECRETION': 1, 'INDIVIDUAL': 1, 'MUCUS': 1, 'SECRETORY': 1, 'SELLS': 1, 'ANIMAL': 1, 'SYSTEM': 1, 'MARINE': 1, 'INVERTEBRATE': 1, 'SIPUNCULUS': 1, 'FOUND': 2, 'HUMAN': 1, 'SERUM': 3, 'URINE': 5, 'ACTIVITY': 3, 'HEAT': 4, 'EVOKED': 2, 'LABILE': 1, 'STABLE': 1, 'FACTORS': 3, 'ALSO': 1, 'RESPECTIVELY': 1, 'SALIVA': 1, 'TEARS': 1, 'WITHSTOOD': 1, 'FREEZE': 1, 'THAWING': 1, 'DESTROYED': 2, 'PRONASE': 1, 'FACTOR': 2, 'TRYPSIN': 1, 'INCUBATION': 1, 'ALPHAAMYLASE': 1, 'INDUCED': 1, 'PRODUCTION': 1, 'ABERRANT': 1, 'TYPE': 1, 'SECRETION': 1}
115;{'INTERESTED': 1, 'PROFESSOR': 1, 'ELLIOTT': 1, 'DESCRIPTION': 1, 'EARLY': 1, 'SKIN': 3, 'WRINKLING': 4, 'CHILDREN': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'ALTHOUGH': 1, 'PHENOMENON': 1, 'MAY': 1, 'WELL': 1, 'RELATED': 1, 'OSMOTIC': 1, 'DIFFERENCES': 2, 'WATER': 1, 'OBSERVED': 1, 'SEEN': 1, 'FINGER': 1, 'PULP': 1, 'FULLY': 1, 'DEPENDENT': 1, 'INTACT': 1, 'PERIPHERAL': 2, 'NERVE': 2, 'SUPPLY': 1, 'USEFUL': 1, 'SIGN': 1, 'LESIONS': 1, 'HELPFUL': 1, 'FOLLOWING': 1, 'RECOVERY': 1, 'RETURNS': 1, 'FURTHERMORE': 1, 'IMPRESSION': 1, 'NORMAL': 1, 'INDIVIDUALS': 2, 'APPARENT': 1, 'LEFT': 1, 'HAND': 1, 'RIGHT': 1, 'HANDED': 1, 'HOWEVER': 1, 'PRELIMINARY': 1, 'STUDY': 1, 'USING': 1, 'FINGERPRINT': 1, 'DENSITIES': 1, 'MEASURED': 1, 'PHOTOMETRY': 1, 'SIGNIFICANT': 1, 'FOUND': 1, 'SIDES': 1}
116;{'PROFESSOR': 1, 'ELLIOTT': 1, 'NORMAN': 1, 'COLLEAGUES': 1, 'SUGGESTED': 1, 'EXCESSIVE': 1, 'WRINKLING': 2, 'SKIN': 1, 'SOAKING': 1, 'TAP': 2, 'WATER': 2, 'MIGHT': 1, 'PROVIDE': 1, 'EASY': 1, 'CHEAP': 1, 'PROBABLY': 1, 'RELIABLE': 1, 'SCREENING': 1, 'TEST': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'RESULTS': 1, 'SHOW': 1, 'TRUE': 1, 'MARKED': 1, 'IMMERSION': 1, 'FINGERS': 1, 'WARM': 1, 'MINUTES': 1, 'OBSERVED': 1, 'RANDOMLY': 1, 'SELECTED': 1, 'CHILDREN': 1, 'WIDE': 1, 'VARIETY': 1, 'CONDITIONS': 1, 'INCLUDING': 1, 'ALSO': 1, 'MALNUTRITION': 1, 'RENAL': 1, 'HEART': 1, 'ENDOCRINE': 1, 'COLLAGEN': 1, 'DISEASES': 1, 'ELICITED': 1, 'EVEN': 1, 'APPARENTLY': 1, 'HEALTHY': 1, 'INDIVIDUALS': 1, 'YOUNG': 1, 'ADULT': 1}
117;{'PREVENTION': 1, 'FETAL': 1, 'MALFORMATIONS': 3, 'ABNORMALITIES': 3, 'LONG': 1, 'HOPE': 1, 'OBSTETRICIANS': 1, 'PAEDIATRICIANS': 1, 'GENETICISTS': 1, 'SINCE': 1, 'CAUSE': 1, 'HUMAN': 1, 'SPONTANEOUS': 1, 'GENE': 1, 'CHROMOSOME': 2, 'MUTATIONS': 1, 'UNKNOWN': 1, 'MUST': 1, 'REMAIN': 1, 'DREAM': 1, 'PRESENT': 1, 'HOWEVER': 1, 'INTRODUCTION': 1, 'MID': 1, 'TRIMESTER': 1, 'AMNIOCENTESIS': 1, 'POSSIBLE': 1, 'DETECT': 1, 'EARLY': 1, 'ENOUGH': 1, 'SELECTIVE': 1, 'ABORTION': 1, 'ABNORMAL': 1, 'FETUSES': 1, 'THOUGH': 1, 'CONSIDERED': 1, 'TEMPORARY': 1, 'EXPEDIENT': 1, 'AMENABLE': 1, 'APPROACH': 1, 'ABERRATIONS': 1, 'SYNDROME': 1, 'NEURAL': 1, 'TUBE': 1, 'INCLUDING': 1, 'SPINA': 1, 'BIFIDA': 1, 'CYSTICA': 1, 'RECESSIVELY': 1, 'INHERITED': 1, 'LINKED': 1, 'METABOLIC': 1, 'DISORDERS': 1}
